time,load_kw,pv_kw,self_consumed_kw
2023-01-01 00:00:00,1225.929,789.8152933228089,789.8152933228089
2023-01-01 01:00:00,1099.8829999999996,679.9670810203559,679.9670810203559
2023-01-01 02:00:00,995.106,558.4848990631664,558.4848990631664
2023-01-01 03:00:00,1088.886,427.44693571095036,427.44693571095036
2023-01-01 04:00:00,1143.3029999999999,289.094841275611,289.094841275611
2023-01-01 05:00:00,1422.3590000000006,296.7338838201725,296.7338838201725
2023-01-01 06:00:00,1748.971000000001,299.2960825047964,299.2960825047964
2023-01-01 07:00:00,3071.031999999999,296.7375475458099,296.7375475458099
2023-01-01 08:00:00,3980.545000000001,289.10198012203875,289.10198012203875
2023-01-01 09:00:00,4285.806,427.4627686865446,427.4627686865446
2023-01-01 10:00:00,4440.588,558.5124814193248,558.5124814193248
2023-01-01 11:00:00,4457.964000000002,680.0090586743373,680.0090586743373
2023-01-01 12:00:00,4197.929000000002,789.8738042357113,789.8738042357113
2023-01-01 13:00:00,3587.953,886.2269414061586,886.2269414061586
2023-01-01 14:00:00,3340.3009999999995,967.4197681286535,967.4197681286535
2023-01-01 15:00:00,3204.460999999998,1032.0628612335006,1032.0628612335006
2023-01-01 16:00:00,3158.445,1079.049847438003,1079.049847438003
2023-01-01 17:00:00,3329.5530000000017,1107.5763345090493,1107.5763345090493
2023-01-01 18:00:00,3233.9980000000005,1117.1536787348584,1117.1536787348584
2023-01-01 19:00:00,3239.3340000000003,1107.6173531267884,1107.6173531267884
2023-01-01 20:00:00,2844.591000000002,1079.1297730770043,1079.1297730770043
2023-01-01 21:00:00,2320.7050000000004,1032.1775309550217,1032.1775309550217
2023-01-01 22:00:00,1842.854,967.563086716244,967.563086716244
2023-01-01 23:00:00,1523.0229999999997,886.3910563847012,886.3910563847012
2023-01-02 00:00:00,1248.915999999999,790.0493326398296,790.0493326398296
2023-01-02 01:00:00,1073.3929999999993,680.1853601045708,680.1853601045708
2023-01-02 02:00:00,1060.3660000000002,558.6779707884716,558.6779707884716
2023-01-02 03:00:00,1010.0790000000004,427.60526106840314,427.60526106840314
2023-01-02 04:00:00,1104.6560000000006,289.209059292753,289.209059292753
2023-01-02 05:00:00,1193.583,296.8584462623243,296.8584462623243
2023-01-02 06:00:00,1834.9879999999998,299.42910982075034,299.42910982075034
2023-01-02 07:00:00,2719.0909999999985,296.8767635334565,296.8767635334565
2023-01-02 08:00:00,3456.961000000002,289.2447508806396,289.2447508806396
2023-01-02 09:00:00,3788.609999999999,427.6844200817865,427.6844200817865
2023-01-02 10:00:00,3987.9090000000006,558.8158723526665,558.8158723526665
2023-01-02 11:00:00,4079.7620000000006,680.3952328258176,680.3952328258176
2023-01-02 12:00:00,3791.104000000001,790.3418655317083,790.3418655317083
2023-01-02 13:00:00,3320.4230000000002,886.773971634276,886.773971634276
2023-01-02 14:00:00,3182.4039999999995,968.0407897814217,968.0407897814217
2023-01-02 15:00:00,3134.7410000000004,1032.750847706705,1032.750847706705
2023-01-02 16:00:00,3065.5049999999974,1079.795781691797,1079.795781691797
2023-01-02 17:00:00,3083.156,1108.3693162413597,1108.3693162413597
2023-01-02 18:00:00,3297.9830000000006,1117.9810790391136,1117.9810790391136
2023-01-02 19:00:00,3158.561000000001,1108.4650145323606,1108.4650145323606
2023-01-02 20:00:00,2825.4080000000013,1079.982251823687,1079.982251823687
2023-01-02 21:00:00,2361.1620000000007,1033.0183773550445,1033.0183773550445
2023-01-02 22:00:00,2062.7320000000013,968.3751585304693,968.3751585304693
2023-01-02 23:00:00,1524.4050000000004,887.1568593043137,887.1568593043137
2023-01-03 00:00:00,1233.0600000000002,790.7513812399944,790.7513812399944
2023-01-03 01:00:00,1194.9089999999997,680.806552039006,680.806552039006
2023-01-03 02:00:00,1003.7039999999995,559.2019665381658,559.2019665381658
2023-01-03 03:00:00,1056.1499999999999,428.0168612554829,428.0168612554829
2023-01-03 04:00:00,1106.561,289.4945714305267,289.4945714305267
2023-01-03 05:00:00,1374.8730000000003,297.1588257089364,297.1588257089364
2023-01-03 06:00:00,1940.489,299.739468567461,299.739468567461
2023-01-03 07:00:00,3412.4480000000017,297.19179109775996,297.19179109775996
2023-01-03 08:00:00,4304.79,289.55880518368417,289.55880518368417
2023-01-03 09:00:00,4496.760000000003,428.1593228501314,428.1593228501314
2023-01-03 10:00:00,4571.092000000002,559.4501464471866,559.4501464471866
2023-01-03 11:00:00,4712.5419999999995,681.1842576377009,681.1842576377009
2023-01-03 12:00:00,4361.918999999996,791.2778494270387,791.2778494270387
2023-01-03 13:00:00,3746.3939999999984,887.8459876137523,887.8459876137523
2023-01-03 14:00:00,4030.235,969.2348754158228,969.2348754158228
2023-01-03 15:00:00,3827.300999999997,1034.0501691269806,1034.0501691269806
2023-01-03 16:00:00,3477.728,1081.1808601091836,1081.1808601091836
2023-01-03 17:00:00,3561.4480000000026,1109.8183141736772,1109.8183141736772
2023-01-03 18:00:00,3411.0690000000013,1119.4701421504224,1119.4701421504224
2023-01-03 19:00:00,3148.709000000001,1109.9686637804691,1109.9686637804691
2023-01-03 20:00:00,2837.2010000000014,1081.4738194788351,1081.4738194788351
2023-01-03 21:00:00,2268.375,1034.470479427331,1034.470479427331
2023-01-03 22:00:00,2004.2289999999994,969.7601952456545,969.7601952456545
2023-01-03 23:00:00,1606.1609999999982,888.4475345174053,888.4475345174053
2023-01-04 00:00:00,1216.757,791.9212310911496,791.9212310911496
2023-01-04 01:00:00,1101.748,681.830472751082,681.830472751082
2023-01-04 02:00:00,1007.088,560.0567310409978,560.0567310409978
2023-01-04 03:00:00,978.4079999999996,428.6816143061713,428.6816143061713
2023-01-04 04:00:00,1073.879,289.95129308552373,289.95129308552373
2023-01-04 05:00:00,1250.6729999999995,297.6349331510961,297.6349331510961
2023-01-04 06:00:00,1934.198,300.2270667789328,300.2270667789328
2023-01-04 07:00:00,3015.6910000000003,297.6825368892548,297.6825368892548
2023-01-04 08:00:00,4030.143,290.044049970105,290.044049970105
2023-01-04 09:00:00,4481.374000000001,428.88733626763985,428.88733626763985
2023-01-04 10:00:00,4449.713,560.4151157537818,560.4151157537818
2023-01-04 11:00:00,4472.4590000000035,682.3758993049047,682.3758993049047
2023-01-04 12:00:00,4170.105000000002,792.681478569474,792.681478569474
2023-01-04 13:00:00,3703.0460000000007,889.442671683116,889.442671683116
